,col
817,"Normal, Dry "
818,"Normal, Dry, Combination, Oily"
819,"Normal, Combination, Oily "
820,"Normal, Combination, Oily "
821,"Normal, Combination, Oily "
822,"Normal, Dry, Combination, Oily "
823,Normal 
824,"Normal, Dry "
825,"Normal, Combination"
826,Normal 
827,"Combination, Oily"
828,"Normal, Dry, Combination, Oily "
829,Normal 
830,"Normal, Dry "
831,Normal 
832,"Combination, Oily"
833,"Normal, Combination, Oily"
834,"Normal, Dry "
835,"Normal, Dry, Combination, Oily "
836,"Normal, Dry "
837,"Normal, Dry, Combination, Oily "
838,"Normal, Dry, Combination, Oily, Sensitive "
839,"Normal, Dry, Combination, Oily, Sensitive "
840,"Normal, Dry, Combination, Oily, Sensitive "
841,"Normal, Dry, Combination, Oily, Sensitive "
842,Sensitive
843,Normal
844,"Normal, Dry, Combination, Oily "
845,Combination 
846,"Sensitive, Normal"
847,"Normal, Dry, Combination, Oily"
848,"Normal, Combination"
849,"Combination, Oily"
850,"Normal, Dry, Combination "
851,"Normal, Dry, Combination, Oily"
852,"Normal, Dry, Combination, Oily"
853,"Normal, Dry, Combination, Oily"
854,"Normal, Dry, Combination, Oily"
855,"Normal, Dry, Combination, Oily"
856,"Normal, Dry, Combination, Oily"
857,"Normal, Dry, Combination, Oily"
858,"Normal, Dry, Combination, Oily"
859,"Normal, Combination, Oily"
860,"Normal, Dry, Combination, Oily"
861,Dry 
862,"Normal, Dry, Combination, Oily"
863,"Normal, Dry, Combination, Oily "
864,"Normal, Dry, Combination, Oily "
865,"Normal, Dry, Combination, Oily "
866,"Normal, Dry, Combination, Oily "
867,"Normal, Dry, Combination, Oily "
868,"Normal, Dry, Combination, Oily "
869,"Normal, Dry, Combination, Oily"
870,"Normal, Dry, Combination, Oily "
871,"Normal, Dry, Combination, Oily "
872,"Normal, Dry, Combination, Oily "
873,"Normal, Dry, Combination, Oily"
874,"Normal, Dry, Combination, Oily"
875,"Normal, Dry, Combination, Oily"
876,"Normal, Dry, Combination, Oily "
877,"Normal, Dry, Combination, Oily"
878,"Normal, Dry, Combination, Oily"
879,"Normal, Dry, Combination, Oily "
880,"Normal, Dry, Combination, Oily"
881,"Normal, Dry, Combination, Oily"
882,"Normal, Dry, Combination, Oily"
883,"Normal, Dry, Combination, Oily"
884,"Normal, Dry, Combination, Oily"
885,"Normal, Dry, Combination, Oily"
886,"Normal, Dry, Combination, Oily"
887,"Normal, Dry, Combination, Oily"
888,"Normal, Dry"
889,"Normal, Dry"
890,"Normal, Dry"
891,"Normal, Dry, Combination, Oily"
892,"Normal, Combination, Oily"
893,"Normal, Dry"
894,"Normal, Dry, Combination, Oily"
895,"Normal, Dry, Combination, Oily"
896,"Normal, Dry, Combination, Oily"
897,"Normal, Dry, Combination, Oily "
898,"Normal, Combination, Oily"
899,"Normal, Dry, Combination, Oily "
900,"Normal, Dry, Combination, Oily "
901,"Normal, Combination, Oily"
902,"Normal, Dry, Combination, Oily "
903,"Normal, Dry"
904,"Normal, Dry, Combination, Oily "
905,"Normal, Dry"
906,"Normal, Combination, Oily"
907,"Normal, Combination, Oily"
908,Normal
909,"Normal, Dry, Combination, Oily "
910,"Normal, Dry, Combination, Oily "
911,Dry
912,"Normal, Combination, Oily"
913,"Normal, Dry, Combination, Oily "
914,"Combination, Oily "
915,"Normal, Dry, Combination "
916,"Combination, Oily "
917,"Combination, Oily "
918,"Normal, Dry, Combination, Oily"
919,"Normal, Combination, Oily "
920,"Normal, Dry"
921,"Normal, Combination, Oily "
922,Dry
923,"Normal, Combination, Oily "
924,"Normal, Combination, Oily "
925,"Normal, Dry, Combination, Oily "
926,"Normal, Dry, Combination, Oily "
927,"Normal, Dry, Combination, Oily "
928,"Normal, Dry"
929,"Normal, Dry"
930,"Normal, Combination, Oily"
931,"Normal, Combination, Oily"
932,"Normal, Dry, Combination"
933,"Normal, Combination, Oily"
934,"Normal, Dry, Combination, Oily "
935,"Normal, Dry, Combination, Oily "
936,"Normal, Dry, Combination, Oily "
937,"Normal, Dry, Combination "
938,"Normal, Dry, Combination "
939,"Normal, Dry, Combination, Oily "
940,"Normal, Dry, Combination, Oily"
941,"Normal, Dry, Combination, Oily "
942,"Normal, Dry, Combination, Oily "
943,"Normal, Dry, Combination, Oily "
944,"Normal, Dry, Combination, Oily "
945,"Dry, Normal  "
946,"Normal, Dry, Combination, Oily "
947,"Normal, Dry, Combination, Oily "
948,"Normal, Dry, Combination, Oily "
949,"Normal, Dry, Combination, Oily "
950,"Normal, Dry, Combination, Oily "
951,"Normal, Dry, Combination, Oily "
952,"Dry, Normal  "
953,"Normal, Dry, Combination, Oily "
954,"Normal, Dry, Combination, Oily "
955,"Normal, Dry, Combination, Oily "
956,"Normal, Dry, Combination, Oily "
957,Normal
958,"Normal, Dry, Combination, Oily "
959,"Normal, Dry, Combination, Oily "
960,Normal 
961,"Dry, Normal  "
962,"Normal, Dry, Combination, Oily"
963,"Normal, Dry, Combination, Oily"
964,"Normal, Dry, Combination, Oily"
965,"Normal, Dry, Combination, Oily"
966,"Normal, Dry, Combination"
967,Dry
968,"Normal, Dry, Combination, Oily "
969,Dry
970,"Normal, Dry, Combination, Oily "
971,"Normal, Dry, Combination, Oily "
972,"Normal, Dry, Combination"
973,"Normal, Dry, Combination"
974,"Normal, Dry, Combination, Oily "
975,"Normal, Dry, Combination, Oily "
976,"Normal, Dry, Combination, Oily "
977,"Normal, Combination, Oily"
978,"Normal, Dry, Combination, Oily "
979,"Combination, Oily"
980,"Normal, Combination, Oily"
981,"Normal, Dry"
982,"Normal, Dry, Combination, Oily "
983,"Normal, Combination, Oily"
984,"Normal, Dry, Combination, Oily "
985,"Normal, Dry, Combination, Oily "
986,"Normal, Dry, Combination, Oily "
987,"Normal, Dry, Combination, Oily "
988,"Normal, Dry"
989,"Normal, Dry"
990,"Normal, Dry, Combination, Oily "
991,"Normal, Dry, Combination, Oily "
992,"Normal, Dry, Combination, Oily "
993,"Normal, Dry, Combination, Oily "
994,"Normal, Dry, Combination, Oily "
995,ERROR
996,"Normal, Dry, Combination, Oily "
997,"Normal, Dry"
998,"Combination, Oily"
999,"Normal, Dry"
1000,"Normal, Dry, Combination, Oily "
1001,"Normal, Dry, Combination, Oily "
1002,"Normal, Dry, Combination, Oily "
1003,Normal 
1004,"Normal, Dry, Combination, Oily "
1005,"Normal, Dry, Combination, Oily "
1006,"Normal, Dry, Combination, Oily "
1007,Dry 
1008,"Normal, Dry, Combination, Oily "
1009,"Normal, Dry, Combination, Oily "
1010,"Normal, Dry, Combination, Oily "
1011,"Normal, Dry, Combination, Oily "
1012,"Normal, Dry, Combination, Oily "
1013,Normal 
1014,Normal 
1015,Oily 
1016,Normal 
1017,"Normal, Dry, Combination, Oily "
1018,"Normal, Dry, Combination, Oily "
1019,Normal
1020,"Normal, Dry, Combination, Oily "
1021,"Dry, Combination"
1022,Oily 
1023,"Normal, Dry, Combination, Oily "
1024,"Normal, Dry, Combination, Oily "
1025,"Normal, Dry, Combination, Oily "
1026,"Normal, Dry, Combination, Oily "
1027,"Normal, Dry, Combination, Oily "
1028,"Normal, Combination, Oily"
1029,"Normal, Dry, Combination"
1030,"Normal, Dry, Combination"
1031,"Normal, Dry, Combination, Oily "
1032,"Normal, Combination, Oily"
1033,"Normal, Dry, Combination, Oily "
1034,"Normal, Combination, Oily "
1035,"Normal, Dry, Combination, Oily "
1036,"Normal, Dry, Combination, Oily "
1037,"Normal, Dry, Combination, Oily"
1038,"Normal, Combination "
1039,"Combination, Oily "
1040,"Normal, Combination, Oily "
1041,"Combination, Oily "
1042,"Normal, Dry, Combination, Oily"
1043,"Normal, Dry, Combination, Oily"
1044,"Normal, Combination, Oily "
1045,"Normal, Dry, Combination, Oily "
1046,"Normal, Dry "
1047,"Normal, Dry, Combination, Oily"
1048," Combination, Oily "
1049," Combination, Oily "
1050,"Normal, Dry, Combination, Oily "
1051,"Normal, Dry, Combination, Oily "
1052,"Normal, Dry "
1053,"Normal, Dry, Combination, Oily "
1054,"Normal, Combination, Oily "
1055,"Normal, Dry, Combination, Oily "
1056,"Normal, Combination, Oily "
1057,"Normal, Dry, Combination, Oily "
1058," Combination, Oily"
1059,"Normal, Combination, Oily "
1060," Combination, Oily"
1061,"Normal, Dry, Combination, Oily "
1062,"Normal, Combination, Oily "
1063,"Normal, Dry, Combination, Oily "
1064,"Normal, Dry, Combination, Oily "
1065,"Normal, Combination, Oily "
1066,"Normal, Dry, Combination, Oily "
1067,"Normal, Dry "
1068,"Normal, Dry, Combination, Oily "
1069,"Normal, Dry, Combination, Oily "
1070,"Normal, Dry "
1071,"Normal, Dry, Combination, Oily "
1072,"Normal, Dry, Combination, Oily "
1073,"Normal, Dry, Combination, Oily "
1074,"Normal, Dry, Combination, Oily "
1075,"Normal, Dry "
1076,"Combination, Oily"
1077,"Normal, Combination, Oily"
1078,Oily 
1079,"Normal, Dry, Combination, Oily "
1080,"Normal, Dry, Combination, Oily "
1081,"Normal, Dry, Combination, Oily "
1082,"Normal, Dry, Combination, Oily "
1083,"Combination, Oily "
1084,"Normal, Dry, Combination, Oily "
1085,"Normal, Dry, Combination, Oily "
1086,"Combination, Oily "
1087,"Normal, Combination, Oily"
1088,"Normal, Combination, Oily"
1089,"Normal, Dry, Combination, Oily "
1090,"Combination, Oily "
1091,"Normal, Dry, Combination, Oily "
1092,"Normal, Dry, Combination, Oily "
1093,"Normal, Dry "
1094,"Normal, Dry, Combination, Oily "
1095,"Normal, Dry, Combination, Oily "
1096,"Normal, Combination, Oily"
1097,"Normal, Combination, Oily"
1098,Sensitive
1099,"Normal, Combination, Oily"
1100,"Normal, Dry "
1101,"Normal, Combination, Oily"
1102,"Normal, Dry, Combination, Oily "
1103,"Normal, Dry, Combination, Oily "
1104,"Normal, Dry "
1105,"Normal, Dry, Combination, Oily "
1106,"Normal, Dry "
1107,"Normal, Dry "
1108,"Normal, Dry "
1109,"Normal, Dry, Combination, Oily "
1110,"Normal, Dry, Combination, Oily "
1111,"Normal, Dry "
1112,"Normal, Dry, Combination, Oily "
1113,"Normal, Dry, Combination, Oily "
1114,"Normal, Dry, Combination, Oily "
1115,"Normal, Dry, Combination, Oily "
1116,"Normal, Dry "
1117,"Normal, Dry, Combination, Oily "
1118,"Normal, Dry, Combination, Oily "
1119,"Normal, Dry, Combination, Oily "
1120,"Normal, Dry, Combination, Oily "
1121,"Normal, Dry, Combination, Oily "
1122,"Normal, Dry, Combination, Oily "
1123,"Normal, Dry, Combination, Oily "
1124,"Normal, Dry, Combination, Oily "
1125,"Normal, Dry, Combination, Oily "
1126,"Normal, Combination, Oily "
1127,"Combination, Oily"
1128,"Normal, Dry, Combination, Oily "
1129,"Normal, Dry, Combination, Oily "
1130,"Normal, Dry, Combination, Oily "
1131,"Combination, Oily"
1132,"Normal, Dry"
1133,"Normal, Dry, Combination, Oily "
1134,"Normal, Dry, Combination, Oily "
1135,Dry
1136,"Normal, Dry, Combination, Oily "
1137,"Combination, Oily"
1138,"Normal, Dry "
1139,"Normal, Dry, Combination, Oily "
1140,Sensitive
1141,"Normal, Dry "
1142,"Normal, Dry "
1143,"Normal, Dry, Combination, Oily "
1144,"Normal, Dry, Combination, Oily "
1145,"Normal, Dry, Combination, Oily "
1146,"Combination, Oily"
1147,"Combination, Oily"
1148,"Combination, Oily"
1149,"Normal, Dry, Combination, Oily "
1150,"Normal, Dry, Combination, Oily "
1151,"Combination, Oily"
1152,"Normal, Combination, Oily"
1153,"Normal, Dry, Combination, Oily "
1154,"Normal, Combination, Oily"
1155,"Normal, Combination, Oily"
1156,"Normal, Dry, Combination, Oily "
1157,"Normal, Dry, Combination, Oily "
1158,"Normal, Dry, Combination, Oily "
1159,"Normal, Dry, Combination, Oily "
1160,"Normal, Dry, Combination, Oily "
1161,"Normal, Dry"
1162,"Normal, Dry"
1163,"Normal, Combination, Oily"
1164,"Dry, Normal, Combination "
1165,Oily 
1166,Normal 
1167,"Normal, Dry, Combination, Oily "
1168,Dry 
1169,Normal 
1170,"Combination, Oily "
1171,Combination 
1172,Normal 
1173,"Normal, Dry, Sensitive"
1174,"Normal, Dry, Combination, Oily "
1175,"Normal, Combination, Oily "
1176,"Normal, Dry, Combination, Oily "
1177,"Normal, Dry, Combination, Oily "
1178,"Combination, Oily "
1179,Dry
1180,"Combination, Oily "
1181,Dry 
1182,"Normal, Dry, Combination, Oily "
1183,"Normal, Dry, Combination, Oily "
1184,"Combination, Oily "
1185,Dry 
1186,"Normal, Oily"
1187,Normal 
1188,Dry 
1189,"Normal, Dry, Combination, Oily "
1190,Oily 
1191,"Normal, Dry, Combination, Oily "
1192,"Normal, Dry, Combination, Oily "
1193,Dry
1194,"Normal, Dry, Combination"
1195,"Normal, Dry, Combination"
1196,"Combination, Oily "
1197,"Combination, Oily "
1198,"Normal, Dry "
1199,"Combination, Oily "
1200,"Normal, Dry "
1201,"Normal, Dry, Combination, Oily "
1202,"Normal, Dry, Combination, Oily "
1203,Sensitive
1204,"Normal, Dry, Combination, Oily "
1205,"Combination, Oily "
1206,"Normal, Combination, Oily"
1207,"Normal, Dry "
1208,"Normal, Combination, Oily"
1209,Dry 
1210,"Normal, Dry, Combination, Oily "
1211,"Normal, Dry, Sensitive"
1212,"Normal, Dry, Combination, Oily "
1213,"Combination, Oily "
1214,"Normal, Dry"
1215,"Normal, Dry, Combination, Oily "
1216,"Combination, Oily "
1217,"Combination, Oily "
1218,"Normal, Dry, Combination, Oily "
1219,Oily 
1220,"Normal, Dry, Combination "
1221,"Normal, Dry, Combination "
1222,"Normal, Dry, Combination, Oily "
1223,Sensitive
1224,Oily 
1225,"Normal, Dry, Combination, Oily "
1226,"Combination, Oily "
1227,"Combination, Oily "
1228,"Combination, Oily "
1229,"Normal, Dry"
1230,"Normal, Combination "
1231,"Combination, Oily "
1232,"Normal, Dry, Combination, Oily "
1233,"Combination, Oily "
1234,"Normal, Dry"
1235,Dry
1236,Oily 
1237,"Normal, Dry"
1238,Dry
1239,"Normal, Dry, Combination, Oily "
1240,"Normal, Dry, Combination, Oily "
1241,"Normal, Dry, Combination, Oily "
1242,"Normal, Dry, Combination, Oily "
1243,Dry
1244,Dry
1245,Dry
1246,"Normal, Dry, Combination, Oily"
1247,Dry
1248,"Normal, Dry, Combination, Oily"
1249,Dry
1250,Dry
1251,"Normal, Dry, Combination, Oily "
1252,"Normal, Dry"
1253,"Normal, Dry, Combination, Oily "
1254,"Normal, Dry, Combination, Oily"
1255,"Normal, Dry, Combination, Oily"
1256,"Normal, Dry, Combination, Oily "
1257,"Normal, Dry, Combination, Oily"
1258,"Normal, Dry, Combination, Oily "
1259,Dry
1260,"Normal, Dry, Combination, Oily "
1261,Dry
1262,"Normal, Dry"
1263,"Normal, Dry, Combination, Oily "
1264,"Normal, Dry, Combination, Oily "
1265,"Normal, Dry, Combination, Oily "
1266,"Normal, Dry, Combination, Oily "
1267,"Normal, Dry, Combination, Oily "
1268,"Normal, Dry, Combination, Oily "
1269,"Normal, Dry, Combination, Oily "
1270,"Normal, Dry, Combination, Oily "
1271,"Combination, Oily "
1272,"Normal, Dry, Combination, Oily "
1273,"Normal, Dry, Combination, Oily "
1274,"Normal, Dry, Combination, Oily "
1275,"Normal, Dry, Combination, Oily "
1276,"Normal, Dry, Combination, Oily "
1277,"Normal, Dry, Combination, Oily "
1278,"Normal, Dry, Combination, Oily "
1279,"Combination, Oily "
1280,"Normal, Dry, Combination, Oily "
1281,Dry
1282,"Normal, Dry"
1283,"Combination, Oily "
1284,"Normal, Dry, Combination, Oily "
1285,"Normal, Dry, Combination, Oily "
1286,"Combination, Oily "
1287,"Normal, Dry"
1288,Dry
1289,Normal 
1290,"Normal, Dry, Combination, Oily "
1291,"Normal, Dry, Combination, Oily "
1292,"Normal, Dry, Combination "
1293,"Normal, Dry, Combination "
1294,Dry 
1295,"Normal, Dry, Combination "
1296,"Normal, Dry, Combination, Oily "
1297,"Normal, Dry, Combination, Oily "
1298,"Normal, Dry, Combination, Oily "
1299,"Normal, Dry, Combination, Oily "
1300,"Normal, Dry, Combination, Oily "
1301,"Normal, Dry, Combination, Oily "
1302," Combination, Oily "
1303,"Normal, Dry, Combination, Oily "
1304,Combination 
1305,"Normal, Dry, Combination, Oily "
1306,"Normal, Dry, Combination, Oily "
1307,"Normal, Dry, Combination, Oily "
1308,"Normal, Dry, Combination, Oily "
1309,"Normal, Dry, Combination, Oily "
1310,"Normal, Dry, Combination, Oily "
1311,"Normal, Dry, Combination, Oily "
1312,"Normal, Dry, Combination, Oily "
1313,"Normal, Dry, Combination, Oily "
1314,"Combination, Oily "
1315,"Normal, Dry, Combination, Oily "
1316,"Normal, Dry, Combination, Oily "
1317,"Normal, Dry, Combination, Oily "
1318,"Normal, Dry, Combination, Oily "
1319,Oily 
1320,"Normal, Dry, Combination, Oily "
1321,"Normal, Dry, Combination, Oily "
1322,"Normal, Dry"
1323,"Normal, Dry, Combination, Oily "
1324,"Combination, Oily "
1325,Oily 
1326,"Combination, Oily "
1327,"Combination, Oily "
1328,"Normal, Dry, Combination, Oily "
1329,"Combination, Oily"
1330,Normal
1331,"Normal, Dry, Combination"
1332,"Normal, Dry, Combination"
1333,Oily 
1334,"Normal, Dry, Combination, Oily "
1335,"Normal, Dry, Combination, Oily "
1336,Dry
1337,"Combination, Oily"
1338,Oily 
1339,"Combination, Oily"
1340,"Normal, Dry"
1341,"Normal, Dry"
1342,"Normal, Dry, Combination, Oily "
1343,"Combination, Oily"
1344,"Normal, Dry, Combination, Oily "
1345,Oily 
1346,"Normal, Dry, Combination "
1347,"Normal, Dry, Combination "
1348,"Normal, Dry, Combination "
1349,"Normal, Dry, Combination "
1350,"Normal, Dry, Combination, Oily "
1351,"Normal, Dry, Combination, Oily "
1352,"Normal, Dry, Combination, Oily "
1353,Dry 
1354,"Normal, Dry, Combination, Oily "
1355,Dry 
1356,"Normal, Dry, Combination, Oily "
1357,Dry 
1358,"Combination, Oily"
1359,"Normal, Dry, Combination, Oily "
1360,"Normal, Dry"
1361,"Normal, Dry, Combination, Oily "
1362,"Normal, Dry"
1363,"Normal, Dry, Combination, Oily "
1364,"Combination, Oily"
1365,"Normal, Dry, Combination, Oily "
1366,"Normal, Dry, Combination, Oily "
1367,"Normal, Dry, Combination, Oily "
1368,"Normal, Dry, Combination, Oily  "
1369,"Normal, Dry"
1370,"Normal, Dry"
1371,"Normal, Dry"
1372,"Normal, Dry, Combination, Oily "
1373,"Normal, Combination, Oily"
1374,"Combination, Oily"
1375,Sensitive
1376,"Normal, Dry, Combination, Oily "
1377,"Combination, Oily"
1378,"Normal, Dry, Combination, Oily "
1379,"Normal, Dry, Combination, Oily "
1380,"Normal, Dry, Combination, Oily "
1381,"Normal, Dry, Combination, Oily "
1382,"Normal, Dry, Combination, Oily "
1383,Dry
1384,"Normal, Dry"
1385,"Normal, Dry"
1386,"Normal, Dry, Combination, Oily "
1387,"Normal, Dry, Combination, Oily "
1388,"Normal, Dry, Combination, Oily "
1389,"Normal, Dry, Combination, Oily "
1390,"Combination, Oily "
1391,"Normal, Dry"
1392,"Combination, Oily "
1393,"Normal, Dry, Combination, Oily "
1394,"Combination, Oily "
1395,"Normal, Dry"
1396,"Normal, Dry, Combination, Oily "
1397,"Normal, Dry"
1398,"Normal, Dry, Combination, Oily "
1399,"Combination, Oily "
1400,"Combination, Oily "
1401,"Normal, Dry"
1402,Sensitive
1403,"Normal, Dry "
1404,"Combination, Oily "
1405,"Normal, Dry, Combination, Oily "
1406,"Normal, Dry, Combination, Oily "
1407,"Normal, Dry, Combination, Oily "
1408,"Normal, Dry, Combination, Oily "
1409,"Normal, Dry, Combination, Oily "
1410,"Normal, Dry "
1411,"Normal, Dry "
1412,"Normal, Dry "
1413,Dry
1414,Dry
1415,"Combination, Oily "
1416,"Combination, Oily "
1417,Dry
1418,"Combination, Oily "
1419,"Normal, Dry, Combination, Oily "
1420,"Normal, Dry, Combination, Oily "
1421,"Normal, Dry, Combination, Oily "
1422,"Normal, Dry, Combination, Oily "
1423,"Normal, Dry, Combination, Oily "
1424,"Normal, Dry "
1425,"Normal, Dry "
1426,"Normal, Dry, Combination "
1427,Dry
1428,"Normal, Dry, Combination "
1429,"Normal, Dry, Combination "
1430,"Combination, Oily "
1431,"Normal, Dry, Combination, Oily"
1432,"Normal, Dry, Combination"
1433,"Normal, Dry, Combination, Oily"
1434,"Normal, Combination, Oily "
1435,"Normal, Dry, Combination "
1436,"Normal, Dry, Combination, Oily"
1437,"Normal, Combination, Oily "
1438,"Normal, Dry, Combination, Oily"
1439,"Normal, Dry, Combination, Oily"
1440,"Normal, Dry, Combination, Oily"
1441,"Normal, Dry, Combination, Oily "
1442,"Normal, Dry, Combination, Oily "
1443,"Normal, Combination, Oily "
1444,"Normal, Dry, Combination "
1445,"Normal, Dry, Combination, Oily "
1446,"Normal, Combination, Oily"
1447,"Combination, Oily"
1448,"Normal, Dry, Combination, Oily"
1449,"Normal, Dry, Combination "
1450,"Normal, Dry, Combination, Oily"
1451,"Normal, Dry, Combination, Oily"
1452,"Normal, Dry, Combination, Oily"
1453,"Normal, Dry, Combination, Oily "
1454,"Normal, Dry, Combination, Oily "
1455,"Combination, Oily"
1456,"Combination, Oily"
1457,"Combination, Oily"
1458,"Normal, Dry, Combination, Oily "
1459,"Normal, Dry, Combination, Oily"
1460,"Normal, Dry, Combination, Oily"
1461,"Normal, Dry"
1462,"Normal, Dry, Combination, Oily "
1463,"Combination, Oily"
1464,"Normal, Dry, Combination, Oily"
1465,"Normal, Dry, Combination, Oily"
1466,"Normal, Dry, Combination, Oily"
1467,"Normal, Dry, Combination, Oily"
1468,"Normal, Dry, Combination, Oily "
1469,"Normal, Dry, Combination, Oily "
1470,"Normal, Dry, Combination, Oily"
1471,"Normal, Dry, Combination, Oily "
1472,"Normal, Dry, Combination, Oily "
1473,"Normal, Dry, Combination, Oily "
1474,"Normal, Dry, Combination, Oily "
1475,"Normal, Dry, Combination, Oily "
1476,"Normal, Dry, Combination, Oily "
1477,"Normal, Dry, Combination, Oily "
1478,"Normal, Dry, Combination, Oily "
1479,"Normal, Dry, Combination, Oily "
1480,"Normal, Dry, Combination, Oily "
1481,"Normal, Dry, Combination, Oily"
1482,"Combination, Oily"
1483,"Normal, Dry, Combination, Oily "
1484,"Normal, Dry, Combination, Oily "
1485,"Normal, Dry, Combination, Oily "
1486,"Normal, Dry, Combination, Oily "
1487,"Normal, Dry, Combination, Oily "
1488,"Normal, Dry, Combination, Oily "
1489,"Combination, Oily"
1490,"Dry, Sensitive, Normal  "
1491,"Combination, Oily"
1492,"Normal, Dry, Combination, Oily "
1493,"Combination, Oily"
1494,"Normal, Dry, Combination, Oily "
1495,"Normal, Dry, Combination, Oily "
1496,"Combination, Oily"
1497,"Normal, Dry, Combination, Oily "
1498,"Normal, Dry, Combination, Oily "
1499,"Normal, Dry"
1500,"Combination, Oily"
1501,"Combination, Oily"
1502,"Normal, Dry, Combination, Oily "
1503,"Normal, Dry, Combination, Oily "
1504,"Normal, Dry, Combination, Oily "
1505,"Combination, Oily"
1506,"Normal, Dry, Combination, Oily "
1507,"Normal, Dry, Combination, Oily "
1508,"Normal, Dry, Combination, Oily "
1509,"Normal, Dry, Combination, Oily "
1510,"Normal, Dry, Combination, Oily "
1511,"Normal, Dry, Combination, Oily "
1512,"Normal, Dry"
1513,"Combination, Oily"
1514,"Combination, Oily"
1515,"Normal, Dry, Combination, Oily "
1516,"Normal, Dry, Combination, Oily "
1517,"Normal, Dry, Combination, Oily "
1518,"Normal, Dry, Combination, Oily "
1519,"Normal, Dry, Combination, Oily "
1520,"Normal, Dry, Combination, Oily "
1521,"Normal, Dry, Combination, Oily "
1522,"Combination, Oily"
1523,Dry
1524,Dry
1525,"Normal, Dry, Combination, Oily "
1526,"Normal, Dry, Combination, Oily "
1527,"Normal, Dry, Combination, Oily "
1528,"Normal, Dry, Combination, Oily "
1529,"Normal, Dry, Combination, Oily "
1530,"Normal, Dry, Combination, Oily "
1531,Sensitive
1532,Dry 
1533,"Normal, Dry, Combination, Oily "
1534,"Normal, Dry, Combination, Oily "
1535,"Normal, Dry, Combination, Oily "
1536,"Normal, Dry, Combination, Oily "
1537,"Normal, Dry, Combination, Oily "
1538,"Normal, Dry, Combination, Oily "
1539,"Normal, Combination, Oily "
1540,"Normal, Dry, Combination, Oily "
1541,"Normal, Dry, Combination, Oily "
1542,"Normal, Dry, Combination, Oily "
1543,"Normal, Dry, Combination, Oily "
1544,"Normal, Dry, Combination, Oily "
1545,"Normal, Dry, Combination, Oily "
1546,"Normal, Dry, Combination, Oily "
1547,"Normal, Dry, Combination, Oily "
1548,"Normal, Dry, Combination, Oily "
1549,"Combination, Oily"
1550,"Normal, Dry, Combination, Oily "
1551,"Normal, Dry, Combination, Oily "
1552,"Normal, Dry, Combination, Oily "
1553,"Normal, Dry, Combination, Oily "
1554,"Normal, Dry, Combination, Oily "
1555,"Normal, Dry, Combination, Oily "
1556,"Normal, Dry, Combination, Oily "
1557,"Normal, Dry, Combination, Oily "
1558,"Normal, Dry, Combination, Oily "
1559,"Normal, Dry"
1560,"Combination, Oily"
1561,"Normal, Dry, Combination, Oily "
1562,"Normal, Dry, Combination, Oily "
1563,"Normal, Dry, Combination, Oily "
1564,"Normal, Dry, Combination, Oily "
1565,"Normal, Dry, Combination, Oily"
1566,"Normal, Dry, Combination, Oily"
1567,"Normal, Dry, Combination, Oily"
1568,"Normal, Dry, Combination, Oily "
1569,"Normal, Dry, Combination, Oily"
1570,"Normal, Dry, Combination, Oily"
1571,"Normal, Dry, Combination, Oily"
1572,"Normal, Dry, Combination, Oily"
1573,"Combination, Oily"
1574,"Normal, Dry, Combination, Oily "
1575,"Normal, Dry, Combination, Oily "
1576,"Normal, Dry, Combination, Oily "
1577,"Normal, Dry"
1578,"Combination, Oily"
1579,"Combination, Oily"
1580,"Combination, Oily"
1581,"Combination, Oily"
1582,"Combination, Oily"
1583,"Combination, Oily"
1584,"Normal, Dry, Combination, Oily "
1585,"Combination, Oily"
1586,"Combination, Oily"
1587,"Combination, Oily"
1588,"Normal, Dry, Combination, Oily "
1589,"Normal, Dry, Combination, Oily "
1590,"Normal, Dry, Combination, Oily "
1591,Dry 
1592,"Normal, Dry, Combination, Oily "
1593,"Combination, Oily"
1594,"Normal, Dry, Combination, Oily "
1595,"Combination, Oily"
1596,"Normal, Dry, Combination, Oily "
1597,"Normal, Dry, Combination, Oily "
1598,"Normal, Dry, Combination, Oily "
1599,Combination 
1600,"Combination, Oily"
1601,"Combination, Oily"
1602,"Normal, Dry, Combination, Oily "
1603,"Normal, Dry, Combination, Oily "
1604,"Normal, Dry, Combination, Oily "
1605,"Normal, Dry, Combination, Oily "
1606,"Normal, Dry"
1607,"Normal, Dry, Combination, Oily "
1608,"Combination, Oily"
1609,"Combination, Oily"
1610,"Normal, Combination, Oily "
1611,"Normal, Combination, Oily "
1612,"Normal, Combination, Oily "
1613,"Normal, Dry"
1614,"Normal, Dry"
1615,"Normal, Dry"
1616,"Normal, Dry"
1617,"Combination, Oily"
1618,"Normal, Dry, Combination, Oily "
1619,"Normal, Dry, Combination, Oily "
1620,"Normal, Dry"
1621,Oily 
1622,"Normal, Dry, Combination, Oily "
1623,"Normal, Dry"
1624,"Normal, Dry"
1625,"Normal, Dry, Combination, Oily "
1626,"Normal, Dry, Combination, Oily "
1627,"Normal, Dry"
1628,Normal 
1629,"Normal, Dry, Combination, Oily "
1630,"Normal, Dry "
1631,"Normal, Dry "
1632,Dry 
1633,"Normal, Dry "
1634,"Normal, Dry "
1635,"Normal, Dry, Combination, Oily "
1636,"Normal, Dry, Combination, Oily "
1637,"Normal, Dry, Combination, Oily "
1638,"Normal, Dry, Combination, Oily "
1639,Normal 
