,col
1640,"Normal, Dry, Combination, Oily "
1641,"Normal, Dry, Combination, Oily "
1642,"Normal, Dry "
1643,"Normal, Dry, Combination, Oily "
1644,"Normal, Combination "
1645,Normal 
1646,Normal 
1647,"Normal, Dry, Combination, Oily "
1648,"Normal, Dry, Combination, Oily "
1649,"Normal, Dry, Combination, Oily "
1650,"Normal, Dry, Combination, Oily "
1651,"Normal, Dry, Combination, Oily "
1652,"Normal, Dry, Combination, Oily "
1653,"Normal, Oily "
1654,"Normal, Oily "
1655,"Normal, Dry"
1656,"Normal, Dry"
1657,"Normal, Dry"
1658,"Normal, Combination, Oily"
1659,Sensitive
1660,"Normal, Dry, Combination, Oily "
1661,"Normal, Dry, Combination, Oily "
1662,"Normal, Dry, Oily "
1663,"Normal, Combination, Oily "
1664,"Normal, Dry, Combination, Oily "
1665,"Normal, Dry, Combination, Oily "
1666,"Normal, Dry"
1667,"Normal, Dry, Combination, Oily"
1668,"Normal, Dry, Combination, Oily"
1669,"Normal, Dry, Combination, Oily"
1670,"Normal, Dry, Combination, Oily"
1671,"Normal, Dry, Combination, Oily"
1672,"Normal, Dry, Combination, Oily "
1673,"Combination, Oily"
1674,"Normal, Dry, Combination, Oily "
1675,Dry 
1676,"Combination, Oily"
1677,"Normal, Dry, Combination, Oily "
1678,"Combination, Oily"
1679,"Normal, Dry, Combination, Oily"
1680,Normal 
1681,"Normal, Dry, Combination, Oily"
1682,"Normal, Dry, Combination, Oily"
1683,"Normal, Dry, Combination, Oily "
1684,"Normal, Dry"
1685,"Normal, Dry, Combination, Oily "
1686,"Combination, Oily"
1687,"Normal, Dry, Combination, Oily "
1688,"Combination, Oily"
1689,"Normal, Dry, Combination, Oily "
1690,"Normal, Dry, Combination, Oily "
1691,"Normal, Dry, Combination, Oily "
1692,"Normal, Dry "
1693,"Normal, Dry, Oily "
1694,"Normal, Dry, Combination, Oily"
1695,"Normal, Dry, Combination, Oily "
1696,"Normal, Dry, Combination, Oily "
1697,"Normal, Dry, Combination, Oily "
1698,"Normal, Dry, Combination, Oily "
1699,"Combination, Oily"
1700,"Normal, Dry "
1701,"Normal, Dry, Combination, Oily "
1702,"Normal, Dry, Combination, Oily "
1703,"Normal, Dry "
1704,"Normal, Dry, Combination, Oily "
1705,"Combination, Oily"
1706,"Combination, Oily"
1707,"Combination, Oily"
1708,"Combination, Oily"
1709,"Normal, Dry, Combination, Oily "
1710,"Combination, Oily"
1711,"Normal, Dry, Combination, Oily "
1712,"Normal, Dry, Combination, Oily "
1713,"Normal, Dry, Combination, Oily "
1714,"Normal, Dry, Combination, Oily "
1715,"Normal, Dry, Combination, Oily "
1716,"Normal, Dry, Combination, Oily "
1717,"Normal, Dry, Combination, Oily"
1718,"Normal, Dry, Combination, Oily "
1719,"Normal, Dry"
1720,Dry
1721,"Normal, Dry, Combination, Oily "
1722,"Combination, Oily"
1723,Dry
1724,"Combination, Oily"
1725,"Normal, Dry, Combination, Oily"
1726,"Combination, Oily"
1727,"Normal, Dry, Combination, Oily"
1728,"Combination, Oily"
1729,"Normal, Dry, Combination, Oily"
1730,"Normal, Dry, Combination, Oily"
1731,"Normal, Dry, Combination, Oily"
1732,"Normal, Dry, Combination, Oily"
1733,Dry
1734,"Normal, Dry, Combination, Oily"
1735,"Normal, Dry, Combination, Oily"
1736,"Normal, Dry, Combination, Oily"
1737,"Normal, Dry, Combination, Oily"
1738,"Normal, Dry, Combination, Oily"
1739,"Normal, Dry, Combination, Oily"
1740,"Normal, Dry, Combination, Oily"
1741,"Normal, Dry, Combination, Oily"
1742,"Normal, Dry, Combination, Oily"
1743,"Normal, Dry, Combination, Oily"
1744,"Normal, Dry, Combination, Oily"
1745," Combination, Oily "
1746,"Normal, Combination, Oily "
1747,"Normal, Combination, Oily "
1748,"Normal, Dry, Combination, Oily"
1749,"Normal, Dry, Combination, Oily"
1750,"Normal, Dry, Combination, Oily"
1751,"Normal, Combination, Oily "
1752,"Normal, Dry"
1753,"Combination, Oily "
1754,"Normal, Dry, Combination, Oily "
1755,Normal 
1756,"Normal, Dry, Combination, Oily "
1757,"Normal, Combination, Oily "
1758,"Normal, Dry, Combination, Oily "
1759,Normal 
1760,"Normal, Dry "
1761,"Normal, Dry, Combination, Oily "
1762,"Normal, Dry, Combination, Oily "
1763,"Normal, Dry, Combination, Oily "
1764,"Normal, Combination, Oily "
1765,"Normal, Dry, Combination, Oily "
1766,"Normal, Dry, Combination, Oily "
1767,Dry 
1768,"Normal, Dry, Combination, Oily "
1769,Normal 
1770,"Normal, Dry, Combination, Oily "
1771,"Combination, Oily "
1772,Normal 
1773,"Normal, Dry, Combination, Oily "
1774,Normal 
1775,"Combination, Oily "
1776,"Normal, Dry, Combination, Oily "
1777,"Normal, Dry, Combination, Oily "
1778,"Normal, Dry, Combination, Oily "
1779,"Normal, Dry, Combination, Oily "
1780,"Normal, Dry, Combination, Oily "
1781,"Normal, Dry, Combination, Oily "
1782,"Normal, Dry, Combination, Oily "
1783,"Normal, Dry, Combination, Oily "
1784,"Normal, Dry, Combination, Oily "
1785,"Normal, Dry, Combination, Oily "
1786,"Normal, Dry, Combination, Oily "
1787,"Normal, Dry "
1788,"Normal, Dry, Combination, Oily "
1789,"Combination, Oily "
1790,"Normal, Dry, Combination, Oily "
1791,"Normal, Dry, Combination, Oily "
1792,"Normal, Dry, Combination, Oily "
1793,"Normal, Dry "
1794,"Normal, Dry, Combination, Oily "
1795,"Normal, Dry "
1796,"Normal, Dry, Combination, Oily "
1797,"Normal, Dry "
1798,"Normal, Dry, Combination, Oily "
1799,"Normal, Dry, Combination, Oily "
1800,"Normal, Dry "
1801,"Combination, Oily "
1802,Normal 
1803,"Combination, Oily "
1804,Normal 
1805,"Combination, Oily "
1806,"Normal, Combination"
1807,"Normal, Dry, Combination, Oily "
1808,"Combination, Oily "
1809,"Normal, Dry, Combination, Oily "
1810,"Normal, Dry, Combination, Oily "
1811,"Normal, Dry, Combination, Oily "
1812,"Normal, Dry, Combination, Oily "
1813,"Normal, Combination"
1814,"Normal, Dry, Combination, Oily "
1815,"Normal, Dry, Combination, Oily "
1816,"Normal, Combination"
1817,"Normal, Combination"
1818,"Normal, Dry, Combination, Oily "
1819,Dry 
1820,"Normal, Dry"
1821,"Combination, Oily"
1822,"Combination, Oily"
1823,"Normal, Dry, Combination, Oily "
1824,"Normal, Dry, Combination, Oily "
1825,"Combination, Oily"
1826,"Normal, Combination"
1827,"Normal, Dry, Combination, Oily "
1828,"Normal, Dry, Combination, Oily "
1829,"Normal, Combination"
1830,"Normal, Combination"
1831,"Normal, Dry, Combination, Oily "
1832,"Normal, Dry, Combination, Oily "
1833,"Normal, Combination, Oily "
1834,"Combination, Oily"
1835,"Combination, Oily"
1836,"Normal, Dry, Combination, Oily "
1837,"Normal, Dry, Combination, Oily "
1838,"Normal, Dry, Combination, Oily "
1839,"Normal, Dry, Combination, Oily "
1840,"Normal, Dry, Combination, Oily "
1841,"Normal, Dry, Combination, Oily "
1842,"Normal, Dry, Combination, Oily "
1843,"Normal, Dry, Combination, Oily "
1844,"Normal, Dry, Combination, Oily "
1845,Dry
1846,"Normal, Dry, Combination, Oily "
1847,"Normal, Dry, Combination, Oily "
1848,"Normal, Dry, Combination, Oily "
1849,"Combination, Oily"
1850,"Normal, Dry"
1851,"Normal, Dry, Combination, Oily "
1852,"Normal, Dry, Combination, Oily "
1853,"Combination, Oily"
1854,"Normal, Dry, Combination, Oily "
1855,"Normal, Dry, Combination, Oily "
1856,"Combination, Oily "
1857,"Normal, Dry, Combination, Oily "
1858,"Normal, Dry, Combination, Oily "
1859,"Combination, Oily "
1860,"Normal, Dry, Combination, Oily "
1861,"Normal, Dry, Combination, Oily "
1862,"Normal, Dry, Combination, Oily "
1863,"Normal, Dry, Combination, Oily "
1864,"Normal, Dry, Combination, Oily "
1865,"Normal, Dry, Combination, Oily "
1866,"Combination, Oily "
1867,"Normal, Dry, Combination, Oily "
1868,"Normal, Dry, Combination, Oily "
1869,"Normal, Dry, Combination, Oily "
1870,"Normal, Dry, Combination, Oily "
1871,"Normal, Dry, Combination, Oily "
1872,"Normal, Dry, Combination, Oily "
1873,"Combination, Oily "
1874,"Normal, Dry, Combination, Oily "
1875,"Normal, Combination, Oily"
1876,"Normal, Combination, Oily"
1877,"Normal, Dry, Combination, Oily "
1878,"Normal, Dry, Combination"
1879,"Combination, Oily "
1880,"Normal, Dry, Combination, Oily "
1881,"Normal, Dry, Combination, Oily "
1882,"Normal, Dry, Combination, Oily "
1883,"Normal, Dry, Combination, Oily "
1884,"Normal, Dry, Combination, Oily "
1885,"Normal, Combination, Oily"
1886,"Normal, Combination, Oily"
1887,"Normal, Combination, Oily"
1888,"Normal, Dry, Combination, Oily "
1889,"Normal, Dry, Combination, Oily "
1890,"Normal, Dry, Combination, Oily "
1891,"Combination, Oily "
1892,"Normal, Dry, Combination, Oily "
1893,"Combination, Oily "
1894,Dry
1895,Sensitive
1896,Sensitive
1897,"Combination, Oily "
1898,"Combination, Oily "
1899,"Normal, Combination, Oily "
1900,"Combination, Oily "
1901,"Normal, Combination, Oily "
1902,"Combination, Oily "
1903,"Normal, Dry, Combination, Oily "
1904,"Normal, Dry, Combination, Oily "
1905,"Normal, Dry, Combination, Oily "
1906,"Normal, Dry, Combination, Oily "
1907,"Normal, Dry, Combination, Oily "
1908,"Combination, Oily "
1909,"Combination, Oily "
1910,"Combination, Oily "
1911,"Combination, Oily "
1912,"Normal, Dry, Combination, Oily "
1913,"Normal, Dry, Combination, Oily "
1914,"Normal, Dry, Combination, Oily "
1915,"Normal, Dry, Combination, Oily "
1916,"Combination, Oily "
1917,"Normal, Dry"
1918,"Normal, Dry, Combination, Oily "
1919,"Normal, Dry"
1920,"Combination, Oily "
1921,"Normal, Dry, Combination, Oily "
1922,"Normal, Dry"
1923,"Normal, Dry"
1924,"Normal, Dry"
1925,"Normal, Dry"
1926,"Normal, Dry"
1927,"Normal, Dry"
1928,"Combination, Oily "
1929,"Normal, Dry, Combination, Oily "
1930,"Normal, Dry, Combination, Oily "
1931,"Normal, Dry, Combination, Oily "
1932,"Normal, Dry, Combination, Oily "
1933,"Normal, Dry, Combination, Oily "
1934,"Normal, Dry, Combination, Oily "
1935,"Normal, Dry, Combination, Oily "
1936,"Normal, Dry, Combination, Oily "
1937,"Normal, Dry, Combination, Oily "
1938,"Normal, Dry, Combination, Oily "
1939,"Normal, Dry, Combination, Oily "
1940,"Normal, Dry, Combination, Oily "
1941,"Normal, Dry, Combination, Oily "
1942,"Normal, Dry, Combination, Oily "
1943,"Normal, Dry, Combination, Oily "
1944,"Normal, Dry, Combination, Oily "
1945,"Normal, Dry, Combination, Oily "
1946,"Normal, Dry, Combination, Oily "
1947,"Normal, Dry, Combination, Oily "
1948,"Normal, Dry"
1949,"Normal, Dry, Combination, Oily "
1950,"Combination, Oily"
1951,"Normal, Dry, Combination, Oily "
1952,"Combination, Oily"
1953,"Normal, Dry"
1954,"Normal, Dry, Combination, Oily "
1955,"Normal, Dry"
1956,"Normal, Dry"
1957,"Normal, Dry, Combination, Oily "
1958,"Normal, Dry, Combination, Oily "
1959,"Combination, Oily"
1960,Dry
1961,Dry
1962,"Combination, Oily"
1963,"Combination, Oily"
1964,"Normal, Dry"
1965,"Normal, Dry"
1966,"Normal, Dry, Combination, Oily "
1967,"Normal, Dry, Combination"
1968,"Normal, Dry"
1969,"Normal, Dry"
1970,"Normal, Dry"
1971,"Normal, Dry, Combination, Oily "
1972,"Normal, Dry, Combination, Oily "
1973,"Normal, Dry, Combination, Oily "
1974,"Normal, Dry"
1975,"Combination, Oily"
1976,"Normal, Dry, Combination, Oily "
1977,"Normal, Dry, Combination, Oily "
1978,"Normal, Dry, Combination, Oily "
1979,"Normal, Dry, Combination, Oily "
1980,"Combination, Oily"
1981,"Normal, Dry, Combination, Oily "
1982,"Normal, Dry"
1983,"Combination, Oily"
1984,"Normal, Dry, Combination, Oily "
1985,"Normal, Dry, Combination, Oily "
1986,"Combination, Oily"
1987,"Normal, Dry, Combination, Oily "
1988,"Combination, Oily"
1989,"Normal, Dry, Combination, Oily "
1990,"Normal, Combination, Oily "
1991,"Normal, Dry, Combination, Oily "
1992,"Normal, Dry, Combination, Oily "
1993,"Combination, Oily"
1994,"Normal, Dry, Combination, Oily "
1995,"Normal, Dry"
1996,"Combination, Oily"
1997,"Combination, Oily"
1998,"Normal, Dry, Combination, Oily "
1999,"Normal, Dry, Combination, Oily "
2000,"Combination, Oily"
2001,"Normal, Dry"
2002,"Combination, Oily"
2003,Normal 
2004,"Normal, Dry, Combination, Oily "
2005,"Normal, Dry, Combination, Oily "
2006,"Normal, Dry, Combination, Oily "
2007,Dry 
2008,"Normal, Dry, Combination, Oily "
2009,Dry 
2010,"Normal, Dry, Combination, Oily "
2011,"Normal, Combination, Oily "
2012,"Normal, Dry, Combination, Oily "
2013,"Normal, Dry, Combination, Oily "
2014,"Normal, Dry, Combination, Oily "
2015,Sensitive
2016,"Normal, Dry"
2017,"Combination, Oily"
2018,"Normal, Dry, Combination, Oily "
2019,Oily 
2020,Oily 
2021,"Normal, Dry, Combination, Oily "
2022,"Normal, Dry"
2023,"Normal, Dry, Combination, Oily "
2024,"Normal, Dry, Combination, Oily "
2025,"Normal, Dry, Combination, Oily "
2026,"Normal, Dry, Combination, Oily "
2027,Dry
2028,"Normal, Combination "
2029,"Normal, Combination "
2030,"Normal, Combination "
2031,"Normal, Dry, Combination, Oily "
2032,"Normal, Dry, Combination, Oily "
2033,Oily 
2034,"Normal, Dry, Combination, Oily "
2035,"Normal, Combination, Oily "
2036,"Normal, Dry, Combination, Oily, Sensitive "
2037,"Normal, Dry, Combination, Oily "
2038,"Normal, Dry, Combination, Oily "
2039,"Normal, Dry, Combination, Oily "
2040,Dry
2041,"Normal, Dry, Combination, Oily "
2042,Dry
2043,"Combination, Oily"
2044,"Normal, Dry"
2045,Dry 
2046,Dry 
2047,"Normal, Dry"
2048,Dry 
2049,"Combination, Oily"
2050,"Normal, Dry"
2051,Dry
2052,"Normal, Combination, Oily "
2053,"Normal, Dry, Combination, Oily "
2054,"Normal, Dry, Combination, Oily "
2055,"Normal, Dry, Combination "
2056,"Normal, Dry, Combination "
2057,"Normal, Dry, Combination, Oily "
2058,"Normal, Dry, Combination, Oily "
2059,"Normal, Dry, Combination, Oily "
2060,"Normal, Dry, Combination, Oily "
2061,Dry
2062,"Normal, Dry"
2063,"Normal, Dry, Combination, Oily "
2064,"Normal, Dry, Combination, Oily "
2065,Dry
2066,Dry
2067,"Normal, Dry, Combination, Oily "
2068,"Normal, Dry, Combination, Oily "
2069,"Normal, Dry, Combination, Oily "
2070,"Normal, Dry, Combination, Oily "
2071,"Normal, Dry, Combination, Oily "
2072,"Normal, Dry, Combination, Oily "
2073,Dry
2074,"Combination, Oily"
2075,"Normal, Dry, Combination, Oily "
2076,"Normal, Dry, Combination, Oily "
2077,"Normal, Dry, Combination, Oily "
2078,"Normal, Dry, Combination"
2079,"Combination, Oily"
2080,"Normal, Dry"
2081,Dry
2082,"Normal, Dry, Combination, Oily "
2083,"Combination, Oily"
2084,Dry
2085,"Normal, Dry, Combination, Oily "
2086,Sensitive
2087,"Normal, Dry, Combination, Oily "
2088,"Normal, Dry, Combination, Oily "
2089,"Combination, Oily"
2090,"Normal, Dry, Combination, Oily "
2091,"Normal, Dry, Combination, Oily "
2092,"Normal, Dry"
2093,"Normal, Dry, Combination, Oily "
2094,"Normal, Dry, Combination, Oily "
2095,"Normal, Dry, Combination, Oily "
2096,"Normal, Dry, Combination, Oily "
2097,"Normal, Dry, Combination, Oily "
2098,"Normal, Dry, Combination, Oily "
2099,"Normal, Dry, Combination, Oily "
2100,"Normal, Dry, Combination, Oily "
2101,"Normal, Dry, Combination, Oily "
2102,"Normal, Dry, Combination, Oily "
2103,"Normal, Dry"
2104,"Normal, Dry"
2105,"Normal, Dry"
2106,"Normal, Dry"
2107,"Normal, Dry"
2108,"Normal, Dry"
2109,"Normal, Dry, Combination, Oily "
2110,"Normal, Dry, Combination, Oily "
2111,"Normal, Dry, Combination, Oily "
2112,"Normal, Dry, Combination, Oily "
2113,"Normal, Dry, Combination, Oily "
2114,"Normal, Dry"
2115,"Normal, Dry"
2116,"Normal, Dry, Combination "
2117,"Normal, Dry, Combination "
2118,"Normal, Dry, Combination "
2119,"Normal, Dry, Combination, Oily "
2120,"Normal, Dry, Combination "
2121,"Normal, Dry, Combination, Oily "
2122,"Normal, Dry, Combination, Oily "
2123,"Normal, Dry, Combination, Oily "
2124,"Normal, Dry, Combination, Oily "
2125,"Normal, Dry, Combination, Oily "
2126,"Normal, Dry, Combination, Oily "
2127,"Normal, Dry, Combination, Oily "
2128,"Normal, Dry, Combination, Oily"
2129,Normal
2130,"Normal, Dry, Combination, Oily "
2131,"Normal, Dry, Combination, Oily "
2132,"Normal, Dry, Combination, Oily "
2133,"Normal, Dry, Combination, Oily "
2134,"Normal, Dry, Combination, Oily "
2135,"Normal, Dry, Combination, Oily "
2136,"Normal, Dry, Combination, Oily "
2137,"Normal, Dry, Combination, Oily "
2138,"Normal, Dry, Combination, Oily "
2139,"Combination, Oily"
2140,"Oily, Combination "
2141,"Normal, Dry, Combination, Oily "
2142,"Normal, Dry, Combination, Oily "
2143,"Normal, Dry, Combination, Oily "
2144,"Normal, Dry, Combination, Oily "
2145,"Normal, Dry, Combination, Oily "
2146,"Normal, Dry, Combination, Oily "
2147,"Normal, Dry, Combination, Oily "
2148,"Normal, Dry, Combination, Oily "
2149,"Normal, Dry, Combination, Oily "
2150,"Normal, Dry, Combination, Oily "
2151,"Normal, Dry, Combination, Oily "
2152,"Normal, Dry, Combination, Oily "
2153,"Normal, Dry, Combination, Oily "
2154,"Normal, Dry, Combination, Oily "
2155,Sensitive
2156,"Normal, Dry, Combination, Oily "
2157,"Normal, Dry, Combination, Oily "
2158,"Normal, Dry, Combination, Oily "
2159,"Normal, Dry, Combination, Oily "
2160,"Normal, Dry, Combination, Oily "
2161,"Normal, Dry, Combination, Oily "
2162,"Normal, Dry, Combination, Oily "
2163,"Normal, Dry, Combination, Oily "
2164,"Normal, Dry, Combination, Oily "
2165,"Normal, Dry, Combination, Oily "
2166,"Normal, Dry, Combination, Oily "
2167,"Normal, Dry, Combination, Oily "
2168,"Normal, Dry, Combination, Oily "
2169,"Normal, Dry, Combination, Oily "
2170,"Normal, Dry, Combination, Oily "
2171,"Normal, Dry, Combination, Oily "
2172,"Normal, Dry, Combination, Oily "
2173,"Normal, Dry, Combination, Oily "
2174,"Normal, Dry, Combination, Oily "
2175,"Normal, Dry, Combination, Oily "
2176,"Normal, Dry, Combination, Oily "
2177,"Normal, Dry, Combination"
2178,"Normal, Dry, Combination"
2179,"Normal, Dry, Combination"
2180,"Oily, Combination "
2181,"Oily, Combination "
2182,"Normal, Dry, Combination, Oily "
2183,Dry
2184,"Normal, Dry, Combination"
2185,Dry
2186,"Normal, Dry, Combination"
2187,"Normal, Dry "
2188,"Normal, Dry "
2189,"Normal, Dry, Combination, Oily "
2190,"Normal, Dry, Combination"
2191,"Normal, Dry, Combination"
2192,"Normal, Dry, Combination, Oily "
2193,"Normal, Dry, Combination"
2194,"Normal, Dry, Combination"
2195,"Normal, Dry "
2196,"Normal, Dry, Combination, Oily "
2197,"Normal, Dry "
2198,"Normal, Combination, Oily "
2199,"Combination, Oily"
2200,"Normal, Dry, Combination, Oily "
2201,"Combination, Oily"
2202,"Combination, Oily"
2203,"Normal, Dry, Combination, Oily "
2204,"Combination, Oily"
2205,"Combination, Oily"
2206,Sensitive
2207,"Normal, Dry, Combination, Oily"
2208,"Normal, Dry, Combination, Oily"
2209,"Normal, Dry, Combination, Oily"
2210,"Combination, Oily"
2211,"Combination, Oily"
2212,"Combination, Oily"
2213,"Combination, Oily"
2214,"Combination, Oily"
2215,"Normal, Dry, Combination, Oily"
2216,"Normal, Dry, Combination, Oily"
2217,"Normal, Dry, Combination, Oily"
2218,"Normal, Dry, Combination, Oily"
2219,"Normal, Dry, Combination, Oily"
2220,"Normal, Dry, Combination, Oily"
2221,"Normal, Dry, Combination, Oily"
2222,"Normal, Dry, Combination, Oily "
2223,"Combination, Oily"
2224,"Normal, Dry, Combination, Oily"
2225,"Normal, Combination, Oily "
2226,"Combination, Oily"
2227,"Combination, Oily"
2228,"Normal, Dry, Combination, Oily "
2229,"Oily, Combination "
2230,"Oily, Combination "
2231,"Dry, Combination "
2232,"Dry, Combination"
2233,"Oily, Combination "
2234,"Normal, Dry, Combination, Oily "
2235,"Oily, Combination"
2236,"Normal, Dry, Combination, Oily "
2237,"Dry, Combination"
2238,"Normal, Dry, Combination, Oily "
2239,"Normal, Dry, Combination, Oily "
2240,"Dry, Combination "
2241,"Normal, Dry, Combination, Oily "
2242,"Combination, Oily "
2243,Dry 
2244,"Normal, Dry, Combination, Oily "
2245,"Normal, Combination, Oily "
2246, Dry 
2247,"Normal, Dry, Combination, Oily "
2248,Dry 
2249,"Normal, Dry, Combination, Oily "
2250, Dry 
2251,"Normal, Dry, Combination, Oily "
2252,Dry 
2253,"Normal, Dry, Combination, Oily "
2254, Dry 
2255,"Normal, Dry, Combination, Oily "
2256,"Normal, Dry"
2257,"Normal, Dry, Combination, Oily "
2258,"Normal, Dry, Combination, Oily "
2259,"Normal, Dry, Combination, Oily "
2260,"Normal, Combination, Oily "
2261,"Normal, Dry, Combination, Oily "
2262,"Normal, Combination, Oily "
2263,"Normal, Combination, Oily "
2264,"Combination, Oily"
2265,Dry
2266,"Combination, Oily"
2267,"Combination, Oily"
2268,"Normal, Combination, Oily "
2269,"Normal, Combination, Oily "
2270,"Combination, Oily"
2271,"Normal, Dry, Combination, Oily "
2272,"Normal, Dry, Combination, Oily "
2273,"Normal, Dry  "
2274,"Normal, Dry  "
2275,"Normal, Dry, Combination, Oily "
2276,"Normal, Dry, Combination, Oily "
2277,"Normal, Dry, Combination, Oily "
2278,"Normal, Dry, Combination, Oily "
2279,"Normal, Dry, Combination, Oily "
2280,"Normal, Dry, Combination, Oily "
2281,"Normal, Dry  "
2282,"Normal, Dry  "
2283,"Normal, Combination, Oily "
2284,"Normal, Dry, Combination, Oily "
2285,"Normal, Dry  "
2286,"Normal, Dry, Combination, Oily "
2287,"Normal, Dry, Combination, Oily "
2288,"Normal, Dry, Combination, Oily "
2289,"Normal, Dry, Oil"
2290,"Normal, Dry, Oil"
2291,"Dry, Sensitive, Normal  "
2292,"Normal, Dry  "
2293,"Normal, Dry  "
2294,"Normal, Dry  "
2295,"Dry, Sensitive, Normal  "
2296,"Dry, Sensitive, Normal  "
2297,"Normal, Dry, Combination, Oily "
2298,"Normal, Dry, Combination, Oily "
2299,"Normal, Dry, Combination, Oily"
2300,"Dry, Sensitive, Normal  "
2301,"Combination, Oily "
2302,"Normal, Dry, Oil"
2303,"Normal, Dry, Oil"
2304,"Normal, Dry, Combination, Oily "
2305,"Normal, Combination, Oily "
2306,"Normal, Combination, Oily "
2307,Dry 
2308,Dry 
2309,Combination 
2310,"Normal, Combination, Oily "
2311,Dry 
2312,"Normal, Dry, Combination, Oily "
2313,Combination 
2314,Normal 
2315,"Normal, Combination, Oily "
2316,Dry 
2317,"Normal, Dry, Combination, Oily "
2318,Combination 
2319,Normal 
2320,"Normal, Dry, Combination, Oily "
2321,"Normal, Dry, Combination, Oily "
2322,"Normal, Dry, Combination, Oily "
2323,"Combination, Oily"
2324,"Combination, Oily"
2325,Normal
2326,Normal
2327,"Normal, Dry, Combination, Oily "
2328,"Normal, Dry, Combination, Oily "
2329," Combination, Oily "
2330,"Normal, Dry, Combination, Oily "
2331," Combination, Oily "
2332," Combination, Oily "
2333,Normal
2334,Normal 
2335," Combination, Oily "
2336,"Normal, Dry, Combination, Oily "
2337,"Normal, Dry, Combination, Oily "
2338,"Normal, Dry, Combination, Oily "
2339,"Normal, Dry, Combination, Oily "
2340,"Normal, Dry, Combination, Oily "
2341,"Normal, Dry, Combination, Oily "
2342,"Normal, Dry, Combination, Oily "
2343,"Normal, Dry, Combination, Oily "
2344,"Normal, Dry, Combination, Oily "
2345,"Normal, Dry, Combination, Oily "
2346,"Normal, Dry, Combination, Oily "
