,col
792,"Normal, Dry, and Combination"
793,"Normal, Combination, and Oily"
794,"Normal, Dry, and Combination"
795,"Normal, Dry, Combination, and Oily "
796,"Normal, Dry, Combination, and Oily "
797,"Normal, Dry, Combination, and Oily "
798,"Normal, Combination, and Oily"
799,"Normal, Combination, and Oily"
800,"Normal, Dry, Combination, and Oily "
801,"Normal, Dry, Combination, and Oily "
802,"Normal, Dry, Combination, and Oily "
803,"Normal, Dry, and Combination"
804,"Normal, Dry, and Combination "
805,"Normal, Dry, and Combination "
806,"Normal, Dry, and Combination"
807,Normal 
808,"Normal, Dry, and Combination "
809,Normal 
810,Dry 
811,Normal and Dry 
812,Normal and Dry 
813,Sensitive
814,"Normal, Combination, and Oily"
815,"Normal, Dry, and Combination"
816,"Normal, Dry, Combination, and Oily"
817,Normal and Dry 
818,"Normal, Dry, Combination, and Oily"
819,"Normal, Combination, and Oily "
820,"Normal, Combination, and Oily "
821,"Normal, Combination, and Oily "
822,"Normal, Dry, Combination, and Oily "
823,Normal 
824,Normal and Dry 
825,Normal and Combination
826,Normal 
827,Combination and Oily
828,"Normal, Dry, Combination, and Oily "
829,Normal 
830,Normal and Dry 
831,Normal 
832,Combination and Oily
833,"Normal, Combination, and Oily"
834,Normal and Dry 
835,"Normal, Dry, Combination, and Oily "
836,Normal and Dry 
837,"Normal, Dry, Combination, and Oily "
838,"Normal, Dry, Combination, and Oily, Sensitive "
839,"Normal, Dry, Combination, and Oily, Sensitive "
840,"Normal, Dry, Combination, and Oily, Sensitive "
841,"Normal, Dry, Combination, and Oily, Sensitive "
842,Sensitive
843,Normal
844,"Normal, Dry, Combination, and Oily "
845,Combination 
846,"Sensitive, Normal"
847,"Normal, Dry, Combination, and Oily"
848,"Normal, Combination"
849,Combination and Oily
850,"Normal, Dry, Combination "
851,"Normal, Dry, Combination, and Oily"
852,"Normal, Dry, Combination, and Oily"
853,"Normal, Dry, Combination, and Oily"
854,"Normal, Dry, Combination, and Oily"
855,"Normal, Dry, Combination, and Oily"
856,"Normal, Dry, Combination, and Oily"
857,"Normal, Dry, Combination, and Oily"
858,"Normal, Dry, Combination, and Oily"
859,"Normal, Combination, and Oily"
860,"Normal, Dry, Combination, and Oily"
861,Dry 
862,"Normal, Dry, Combination, and Oily"
863,"Normal, Dry, Combination, and Oily "
864,"Normal, Dry, Combination, and Oily "
865,"Normal, Dry, Combination, and Oily "
866,"Normal, Dry, Combination, and Oily "
867,"Normal, Dry, Combination, and Oily "
868,"Normal, Dry, Combination, and Oily "
869,"Normal, Dry, Combination, and Oily"
870,"Normal, Dry, Combination, and Oily "
871,"Normal, Dry, Combination, and Oily "
872,"Normal, Dry, Combination, and Oily "
873,"Normal, Dry, Combination, and Oily"
874,"Normal, Dry, Combination, and Oily"
875,"Normal, Dry, Combination, and Oily"
876,"Normal, Dry, Combination, and Oily "
877,"Normal, Dry, Combination, and Oily"
878,"Normal, Dry, Combination, and Oily"
879,"Normal, Dry, Combination, and Oily "
880,"Normal, Dry, Combination, and Oily"
881,"Normal, Dry, Combination, and Oily"
882,"Normal, Dry, Combination, and Oily"
883,"Normal, Dry, Combination, and Oily"
884,"Normal, Dry, Combination, and Oily"
885,"Normal, Dry, Combination, and Oily"
886,"Normal, Dry, Combination, and Oily"
887,"Normal, Dry, Combination, and Oily"
888,Normal and Dry
889,Normal and Dry
890,Normal and Dry
891,"Normal, Dry, Combination, and Oily"
892,"Normal, Combination, and Oily"
893,Normal and Dry
894,"Normal, Dry, Combination, and Oily"
895,"Normal, Dry, Combination, and Oily"
896,"Normal, Dry, Combination, and Oily"
897,"Normal, Dry, Combination, and Oily "
898,"Normal, Combination, and Oily"
899,"Normal, Dry, Combination, and Oily "
900,"Normal, Dry, Combination, and Oily "
901,"Normal, Combination, and Oily"
902,"Normal, Dry, Combination, and Oily "
903,Normal and Dry
904,"Normal, Dry, Combination, and Oily "
905,Normal and Dry
906,"Normal, Combination, and Oily"
907,"Normal, Combination, and Oily"
908,Normal
909,"Normal, Dry, Combination, and Oily "
910,"Normal, Dry, Combination, and Oily "
911,Dry
912,"Normal, Combination, and Oily"
913,"Normal, Dry, Combination, and Oily "
914,Combination and Oily 
915,"Normal, Dry, and Combination "
916,Combination and Oily 
917,Combination and Oily 
918,"Normal, Dry, Combination, and Oily"
919,"Normal, Combination, and Oily "
920,Normal and Dry
921,"Normal, Combination, and Oily "
922,Dry
923,"Normal, Combination, and Oily "
924,"Normal, Combination, and Oily "
925,"Normal, Dry, Combination, and Oily "
926,"Normal, Dry, Combination, and Oily "
927,"Normal, Dry, Combination, and Oily "
928,Normal and Dry
929,Normal and Dry
930,"Normal, Combination, and Oily"
931,"Normal, Combination, and Oily"
932,"Normal, Dry, and Combination"
933,"Normal, Combination, and Oily"
934,"Normal, Dry, Combination, and Oily "
935,"Normal, Dry, Combination, and Oily "
936,"Normal, Dry, Combination, and Oily "
937,"Normal, Dry, and Combination "
938,"Normal, Dry, and Combination "
939,"Normal, Dry, Combination, and Oily "
940,"Normal, Dry, Combination, and Oily"
941,"Normal, Dry, Combination, and Oily "
942,"Normal, Dry, Combination, and Oily "
943,"Normal, Dry, Combination, and Oily "
944,"Normal, Dry, Combination, and Oily "
945,Dry and Normal  
946,"Normal, Dry, Combination, and Oily "
947,"Normal, Dry, Combination, and Oily "
948,"Normal, Dry, Combination, and Oily "
949,"Normal, Dry, Combination, and Oily "
950,"Normal, Dry, Combination, and Oily "
951,"Normal, Dry, Combination, and Oily "
952,Dry and Normal  
953,"Normal, Dry, Combination, and Oily "
954,"Normal, Dry, Combination, and Oily "
955,"Normal, Dry, Combination, and Oily "
956,"Normal, Dry, Combination, and Oily "
957,Normal
958,"Normal, Dry, Combination, and Oily "
959,"Normal, Dry, Combination, and Oily "
960,Normal 
961,Dry and Normal  
962,"Normal, Dry, Combination, and Oily"
963,"Normal, Dry, Combination, and Oily"
964,"Normal, Dry, Combination, and Oily"
965,"Normal, Dry, Combination, and Oily"
966,"Normal, Dry, and Combination"
967,Dry
968,"Normal, Dry, Combination, and Oily "
969,Dry
970,"Normal, Dry, Combination, and Oily "
971,"Normal, Dry, Combination, and Oily "
972,"Normal, Dry, and Combination"
973,"Normal, Dry, and Combination"
974,"Normal, Dry, Combination, and Oily "
975,"Normal, Dry, Combination, and Oily "
976,"Normal, Dry, Combination, and Oily "
977,"Normal, Combination, and Oily"
978,"Normal, Dry, Combination, and Oily "
979,Combination and Oily
980,"Normal, Combination, and Oily"
981,Normal and Dry
982,"Normal, Dry, Combination, and Oily "
983,"Normal, Combination, and Oily"
984,"Normal, Dry, Combination, and Oily "
985,"Normal, Dry, Combination, and Oily "
986,"Normal, Dry, Combination, and Oily "
987,"Normal, Dry, Combination, and Oily "
988,Normal and Dry
989,Normal and Dry
990,"Normal, Dry, Combination, and Oily "
991,"Normal, Dry, Combination, and Oily "
992,"Normal, Dry, Combination, and Oily "
993,"Normal, Dry, Combination, and Oily "
994,"Normal, Dry, Combination, and Oily "
995,ERROR
996,"Normal, Dry, Combination, and Oily "
997,Normal and Dry
998,Combination and Oily
999,Normal and Dry
1000,"Normal, Dry, Combination, and Oily "
1001,"Normal, Dry, Combination, and Oily "
1002,"Normal, Dry, Combination, and Oily "
1003,Normal 
1004,"Normal, Dry, Combination, and Oily "
1005,"Normal, Dry, Combination, and Oily "
1006,"Normal, Dry, Combination, and Oily "
1007,Dry 
1008,"Normal, Dry, Combination, and Oily "
1009,"Normal, Dry, Combination, and Oily "
1010,"Normal, Dry, Combination, and Oily "
1011,"Normal, Dry, Combination, and Oily "
1012,"Normal, Dry, Combination, and Oily "
1013,Normal 
1014,Normal 
1015,Oily 
1016,Normal 
1017,"Normal, Dry, Combination, and Oily "
1018,"Normal, Dry, Combination, and Oily "
1019,Normal
1020,"Normal, Dry, Combination, and Oily "
1021,Dry and Combination
1022,Oily 
1023,"Normal, Dry, Combination, and Oily "
1024,"Normal, Dry, Combination, and Oily "
1025,"Normal, Dry, Combination, and Oily "
1026,"Normal, Dry, Combination, and Oily "
1027,"Normal, Dry, Combination, and Oily "
1028,"Normal, Combination, and Oily"
1029,"Normal, Dry, and Combination"
1030,"Normal, Dry, and Combination"
1031,"Normal, Dry, Combination, and Oily "
1032,"Normal, Combination, and Oily"
1033,"Normal, Dry, Combination, and Oily "
1034,"Normal, Combination, and Oily "
1035,"Normal, Dry, Combination, and Oily "
1036,"Normal, Dry, Combination, and Oily "
1037,"Normal, Dry, Combination, and Oily"
1038,Normal and Combination 
1039,Combination and Oily 
1040,"Normal, Combination, and Oily "
1041,Combination and Oily 
1042,"Normal, Dry, Combination, and Oily"
1043,"Normal, Dry, Combination, and Oily"
1044,"Normal, Combination, and Oily "
1045,"Normal, Dry, Combination, and Oily "
1046,Normal and Dry 
1047,"Normal, Dry, Combination, and Oily"
1048, Combination and Oily 
1049, Combination and Oily 
1050,"Normal, Dry, Combination, and Oily "
1051,"Normal, Dry, Combination, and Oily "
1052,Normal and Dry 
1053,"Normal, Dry, Combination, and Oily "
1054,"Normal, Combination, and Oily "
1055,"Normal, Dry, Combination, and Oily "
1056,"Normal, Combination, and Oily "
1057,"Normal, Dry, Combination, and Oily "
1058, Combination and Oily
1059,"Normal, Combination, and Oily "
1060, Combination and Oily
1061,"Normal, Dry, Combination, and Oily "
1062,"Normal, Combination, and Oily "
1063,"Normal, Dry, Combination, and Oily "
1064,"Normal, Dry, Combination, and Oily "
1065,"Normal, Combination, and Oily "
1066,"Normal, Dry, Combination, and Oily "
1067,"Normal, Dry "
1068,"Normal, Dry, Combination, and Oily "
1069,"Normal, Dry, Combination, and Oily "
1070,"Normal, Dry "
1071,"Normal, Dry, Combination, and Oily "
1072,"Normal, Dry, Combination, and Oily "
1073,"Normal, Dry, Combination, and Oily "
1074,"Normal, Dry, Combination, and Oily "
1075,"Normal, Dry "
1076,Combination and Oily
1077,"Normal, Combination, and Oily"
1078,Oily 
1079,"Normal, Dry, Combination, and Oily "
1080,"Normal, Dry, Combination, and Oily "
1081,"Normal, Dry, Combination, and Oily "
1082,"Normal, Dry, Combination, and Oily "
1083,Combination and Oily 
1084,"Normal, Dry, Combination, and Oily "
1085,"Normal, Dry, Combination, and Oily "
1086,Combination and Oily 
1087,"Normal, Combination, and Oily"
1088,"Normal, Combination, and Oily"
1089,"Normal, Dry, Combination, and Oily "
1090,Combination and Oily 
1091,"Normal, Dry, Combination, and Oily "
1092,"Normal, Dry, Combination, and Oily "
1093,"Normal, Dry "
1094,"Normal, Dry, Combination, and Oily "
1095,"Normal, Dry, Combination, and Oily "
1096,"Normal, Combination, and Oily"
1097,"Normal, Combination, and Oily"
1098,Sensitive
1099,"Normal, Combination, and Oily"
1100,"Normal, Dry "
1101,"Normal, Combination, and Oily"
1102,"Normal, Dry, Combination, and Oily "
1103,"Normal, Dry, Combination, and Oily "
1104,"Normal, Dry "
1105,"Normal, Dry, Combination, and Oily "
1106,"Normal, Dry "
1107,"Normal, Dry "
1108,"Normal, Dry "
1109,"Normal, Dry, Combination, and Oily "
1110,"Normal, Dry, Combination, and Oily "
1111,Normal and Dry 
1112,"Normal, Dry, Combination, and Oily "
1113,"Normal, Dry, Combination, and Oily "
1114,"Normal, Dry, Combination, and Oily "
1115,"Normal, Dry, Combination, and Oily "
1116,Normal and Dry 
1117,"Normal, Dry, Combination, and Oily "
1118,"Normal, Dry, Combination, and Oily "
1119,"Normal, Dry, Combination, and Oily "
1120,"Normal, Dry, Combination, and Oily "
1121,"Normal, Dry, Combination, and Oily "
1122,"Normal, Dry, Combination, and Oily "
1123,"Normal, Dry, Combination, and Oily "
1124,"Normal, Dry, Combination, and Oily "
1125,"Normal, Dry, Combination, and Oily "
1126,"Normal, Combination, and Oily "
1127,Combination and Oily
1128,"Normal, Dry, Combination, and Oily "
1129,"Normal, Dry, Combination, and Oily "
1130,"Normal, Dry, Combination, and Oily "
1131,Combination and Oily
1132,Normal and Dry
1133,"Normal, Dry, Combination, and Oily "
1134,"Normal, Dry, Combination, and Oily "
1135,Dry
1136,"Normal, Dry, Combination, and Oily "
1137,Combination and Oily
1138,"Normal, Dry "
1139,"Normal, Dry, Combination, and Oily "
1140,Sensitive
1141,"Normal, Dry "
1142,"Normal, Dry "
1143,"Normal, Dry, Combination, and Oily "
1144,"Normal, Dry, Combination, and Oily "
1145,"Normal, Dry, Combination, and Oily "
1146,Combination and Oily
1147,Combination and Oily
1148,Combination and Oily
1149,"Normal, Dry, Combination, and Oily "
1150,"Normal, Dry, Combination, and Oily "
1151,Combination and Oily
1152,"Normal, Combination, and Oily"
1153,"Normal, Dry, Combination, and Oily "
1154,"Normal, Combination, and Oily"
1155,"Normal, Combination, and Oily"
1156,"Normal, Dry, Combination, and Oily "
1157,"Normal, Dry, Combination, and Oily "
1158,"Normal, Dry, Combination, and Oily "
1159,"Normal, Dry, Combination, and Oily "
1160,"Normal, Dry, Combination, and Oily "
1161,Normal and Dry
1162,Normal and Dry
1163,"Normal, Combination, and Oily"
1164,"Dry, Normal, and Combination "
1165,Oily 
1166,Normal 
1167,"Normal, Dry, Combination, and Oily "
1168,Dry 
1169,Normal 
1170,Combination and Oily 
1171,Combination 
1172,Normal 
1173,"Normal, Dry, Sensitive"
1174,"Normal, Dry, Combination, and Oily "
1175,"Normal, Combination, and Oily "
1176,"Normal, Dry, Combination, and Oily "
1177,"Normal, Dry, Combination, and Oily "
1178,Combination and Oily 
1179,Dry
1180,Combination and Oily 
1181,Dry 
1182,"Normal, Dry, Combination, and Oily "
1183,"Normal, Dry, Combination, and Oily "
1184,Combination and Oily 
1185,Dry 
1186,Normal and Oily
1187,Normal 
1188,Dry 
1189,"Normal, Dry, Combination, and Oily "
1190,Oily 
1191,"Normal, Dry, Combination, and Oily "
1192,"Normal, Dry, Combination, and Oily "
1193,Dry
1194,"Normal, Dry, and Combination"
1195,"Normal, Dry, and Combination"
1196,Combination and Oily 
1197,Combination and Oily 
1198,Normal and Dry 
1199,Combination and Oily 
1200,Normal and Dry 
1201,"Normal, Dry, Combination, and Oily "
1202,"Normal, Dry, Combination, and Oily "
1203,Sensitive
1204,"Normal, Dry, Combination, and Oily "
1205,Combination and Oily 
1206,"Normal, Combination, and Oily"
1207,Normal and Dry 
1208,"Normal, Combination, and Oily"
1209,Dry 
1210,"Normal, Dry, Combination, and Oily "
1211,"Normal, Dry, and Sensitive"
1212,"Normal, Dry, Combination, and Oily "
1213,Combination and Oily 
1214,Normal and Dry
1215,"Normal, Dry, Combination, and Oily "
1216,Combination and Oily 
1217,Combination and Oily 
1218,"Normal, Dry, Combination, and Oily "
1219,Oily 
1220,"Normal, Dry, and Combination "
1221,"Normal, Dry, and Combination "
1222,"Normal, Dry, Combination, and Oily "
1223,Sensitive
1224,Oily 
1225,"Normal, Dry, Combination, and Oily "
1226,Combination and Oily 
1227,Combination and Oily 
1228,Combination and Oily 
1229,Normal and Dry
1230,"Normal, Combination "
1231,Combination and Oily 
1232,"Normal, Dry, Combination, and Oily "
1233,Combination and Oily 
1234,"Normal, Dry"
1235,Dry
1236,Oily 
1237,"Normal, Dry"
1238,Dry
1239,"Normal, Dry, Combination, and Oily "
1240,"Normal, Dry, Combination, and Oily "
1241,"Normal, Dry, Combination, and Oily "
1242,"Normal, Dry, Combination, and Oily "
1243,Dry
1244,Dry
1245,Dry
1246,"Normal, Dry, Combination, and Oily"
1247,Dry
1248,"Normal, Dry, Combination, and Oily"
1249,Dry
1250,Dry
1251,"Normal, Dry, Combination, and Oily "
1252,Normal and Dry
1253,"Normal, Dry, Combination, and Oily "
1254,"Normal, Dry, Combination, and Oily"
1255,"Normal, Dry, Combination, and Oily"
1256,"Normal, Dry, Combination, and Oily "
1257,"Normal, Dry, Combination, and Oily"
1258,"Normal, Dry, Combination, and Oily "
1259,Dry
1260,"Normal, Dry, Combination, and Oily "
1261,Dry
1262,Normal and Dry
1263,"Normal, Dry, Combination, and Oily "
1264,"Normal, Dry, Combination, and Oily "
1265,"Normal, Dry, Combination, and Oily "
1266,"Normal, Dry, Combination, and Oily "
1267,"Normal, Dry, Combination, and Oily "
1268,"Normal, Dry, Combination, and Oily "
1269,"Normal, Dry, Combination, and Oily "
1270,"Normal, Dry, Combination, and Oily "
1271,Combination and Oily 
1272,"Normal, Dry, Combination, and Oily "
1273,"Normal, Dry, Combination, and Oily "
1274,"Normal, Dry, Combination, and Oily "
1275,"Normal, Dry, Combination, and Oily "
1276,"Normal, Dry, Combination, and Oily "
1277,"Normal, Dry, Combination, and Oily "
1278,"Normal, Dry, Combination, and Oily "
1279,Combination and Oily 
1280,"Normal, Dry, Combination, and Oily "
1281,Dry
1282,Normal and Dry
1283,Combination and Oily 
1284,"Normal, Dry, Combination, and Oily "
1285,"Normal, Dry, Combination, and Oily "
1286,Combination and Oily 
1287,Normal and Dry
1288,Dry
1289,Normal 
1290,"Normal, Dry, Combination, and Oily "
1291,"Normal, Dry, Combination, and Oily "
1292,"Normal, Dry, and Combination "
1293,"Normal, Dry, and Combination "
1294,Dry 
1295,"Normal, Dry, and Combination "
1296,"Normal, Dry, Combination, and Oily "
1297,"Normal, Dry, Combination, and Oily "
1298,"Normal, Dry, Combination, and Oily "
1299,"Normal, Dry, Combination, and Oily "
1300,"Normal, Dry, Combination, and Oily "
1301,"Normal, Dry, Combination, and Oily "
1302," Combination, and Oily "
1303,"Normal, Dry, Combination, and Oily "
1304,Combination 
1305,"Normal, Dry, Combination, and Oily "
1306,"Normal, Dry, Combination, and Oily "
1307,"Normal, Dry, Combination, and Oily "
1308,"Normal, Dry, Combination, and Oily "
1309,"Normal, Dry, Combination, and Oily "
1310,"Normal, Dry, Combination, and Oily "
1311,"Normal, Dry, Combination, and Oily "
1312,"Normal, Dry, Combination, and Oily "
1313,"Normal, Dry, Combination, and Oily "
1314,"Combination, and Oily "
1315,"Normal, Dry, Combination, and Oily "
1316,"Normal, Dry, Combination, and Oily "
1317,"Normal, Dry, Combination, and Oily "
1318,"Normal, Dry, Combination, and Oily "
1319,Oily 
1320,"Normal, Dry, Combination, and Oily "
1321,"Normal, Dry, Combination, and Oily "
1322,Normal and Dry
1323,"Normal, Dry, Combination, and Oily "
1324,"Combination, and Oily "
1325,Oily 
1326,"Combination, and Oily "
1327,"Combination, and Oily "
1328,"Normal, Dry, Combination, and Oily "
1329,"Combination, Oily"
1330,Normal
1331,"Normal, Dry, Combination"
1332,"Normal, Dry, Combination"
1333,Oily 
1334,"Normal, Dry, Combination, and Oily "
1335,"Normal, Dry, Combination, and Oily "
1336,Dry
1337,"Combination, Oily"
1338,Oily 
1339,"Combination, Oily"
1340,Normal and Dry
1341,Normal and Dry
1342,"Normal, Dry, Combination, and Oily "
1343,"Combination, Oily"
1344,"Normal, Dry, Combination, and Oily "
1345,Oily 
1346,"Normal, Dry, and Combination "
1347,"Normal, Dry, and Combination "
1348,"Normal, Dry, and Combination "
1349,"Normal, Dry, and Combination "
1350,"Normal, Dry, Combination, and Oily "
1351,"Normal, Dry, Combination, and Oily "
1352,"Normal, Dry, Combination, and Oily "
1353,Dry 
1354,"Normal, Dry, Combination, and Oily "
1355,Dry 
1356,"Normal, Dry, Combination, and Oily "
1357,Dry 
1358,"Combination, Oily"
1359,"Normal, Dry, Combination, and Oily "
1360,Normal and Dry
1361,"Normal, Dry, Combination, and Oily "
1362,Normal and Dry
1363,"Normal, Dry, Combination, and Oily "
1364,"Combination, Oily"
1365,"Normal, Dry, Combination, and Oily "
1366,"Normal, Dry, Combination, and Oily "
1367,"Normal, Dry, Combination, and Oily "
1368,"Normal, Dry, Combination, and Oily  "
1369,Normal and Dry
1370,Normal and Dry
1371,Normal and Dry
1372,"Normal, Dry, Combination, and Oily "
1373,"Normal, Combination, and Oily"
1374,"Combination, Oily"
1375,Sensitive
1376,"Normal, Dry, Combination, and Oily "
1377,"Combination, Oily"
1378,"Normal, Dry, Combination, and Oily "
1379,"Normal, Dry, Combination, and Oily "
1380,"Normal, Dry, Combination, and Oily "
1381,"Normal, Dry, Combination, and Oily "
1382,"Normal, Dry, Combination, and Oily "
1383,Dry
1384,Normal and Dry
1385,Normal and Dry
1386,"Normal, Dry, Combination, and Oily "
1387,"Normal, Dry, Combination, and Oily "
1388,"Normal, Dry, Combination, and Oily "
1389,"Normal, Dry, Combination, and Oily "
1390,Combination and Oily 
1391,Normal and Dry
1392,Combination and Oily 
1393,"Normal, Dry, Combination, and Oily "
1394,Combination and Oily 
1395,Normal and Dry
1396,"Normal, Dry, Combination, and Oily "
1397,Normal and Dry
1398,"Normal, Dry, Combination, and Oily "
1399,Combination and Oily 
1400,Combination and Oily 
1401,Normal and Dry
1402,Sensitive
1403,Normal and Dry 
1404,Combination and Oily 
1405,"Normal, Dry, Combination, and Oily "
1406,"Normal, Dry, Combination, and Oily "
1407,"Normal, Dry, Combination, and Oily "
1408,"Normal, Dry, Combination, and Oily "
1409,"Normal, Dry, Combination, and Oily "
1410,Normal and Dry 
1411,Normal and Dry 
1412,Normal and Dry 
1413,Dry
1414,Dry
1415,Combination and Oily 
1416,Combination and Oily 
1417,Dry
1418,Combination and Oily 
1419,"Normal, Dry, Combination, and Oily "
1420,"Normal, Dry, Combination, and Oily "
1421,"Normal, Dry, Combination, and Oily "
1422,"Normal, Dry, Combination, and Oily "
1423,"Normal, Dry, Combination, and Oily "
1424,Normal and Dry 
1425,Normal and Dry 
1426,"Normal, Dry, and Combination "
1427,Dry
1428,"Normal, Dry, and Combination "
1429,"Normal, Dry, and Combination "
1430,Combination and Oily 
1431,"Normal, Dry, Combination, and Oily"
1432,"Normal, Dry, Combination"
1433,"Normal, Dry, Combination, and Oily"
1434,"Normal, Combination, and Oily "
1435,"Normal, Dry, and Combination "
1436,"Normal, Dry, Combination, and Oily"
1437,"Normal, Combination, and Oily "
1438,"Normal, Dry, Combination, and Oily"
1439,"Normal, Dry, Combination, and Oily"
1440,"Normal, Dry, Combination, and Oily"
1441,"Normal, Dry, Combination, and Oily "
1442,"Normal, Dry, Combination, and Oily "
1443,"Normal, Combination, and Oily "
1444,"Normal, Dry, and Combination "
1445,"Normal, Dry, Combination, and Oily "
1446,"Normal, Combination, and Oily"
1447,Combination and Oily
1448,"Normal, Dry, Combination, and Oily"
1449,"Normal, Dry, and Combination "
1450,"Normal, Dry, Combination, and Oily"
1451,"Normal, Dry, Combination, and Oily"
1452,"Normal, Dry, Combination, and Oily"
1453,"Normal, Dry, Combination, and Oily "
1454,"Normal, Dry, Combination, and Oily "
1455,Combination and Oily
1456,Combination and Oily
1457,Combination and Oily
1458,"Normal, Dry, Combination, and Oily "
1459,"Normal, Dry, Combination, and Oily"
1460,"Normal, Dry, Combination, and Oily"
1461,Normal and Dry
1462,"Normal, Dry, Combination, and Oily "
1463,Combination and Oily
1464,"Normal, Dry, Combination, and Oily"
1465,"Normal, Dry, Combination, and Oily"
1466,"Normal, Dry, Combination, and Oily"
1467,"Normal, Dry, Combination, and Oily"
1468,"Normal, Dry, Combination, and Oily "
1469,"Normal, Dry, Combination, and Oily "
1470,"Normal, Dry, Combination, and Oily"
1471,"Normal, Dry, Combination, and Oily "
1472,"Normal, Dry, Combination, and Oily "
1473,"Normal, Dry, Combination, and Oily "
1474,"Normal, Dry, Combination, and Oily "
1475,"Normal, Dry, Combination, and Oily "
1476,"Normal, Dry, Combination, and Oily "
1477,"Normal, Dry, Combination, and Oily "
1478,"Normal, Dry, Combination, and Oily "
1479,"Normal, Dry, Combination, and Oily "
1480,"Normal, Dry, Combination, and Oily "
1481,"Normal, Dry, Combination, and Oily"
1482,Combination and Oily
1483,"Normal, Dry, Combination, and Oily "
1484,"Normal, Dry, Combination, and Oily "
1485,"Normal, Dry, Combination, and Oily "
1486,"Normal, Dry, Combination, and Oily "
1487,"Normal, Dry, Combination, and Oily "
1488,"Normal, Dry, Combination, and Oily "
1489,Combination and Oily
1490,"Dry, Sensitive, and Normal  "
1491,Combination and Oily
1492,"Normal, Dry, Combination, and Oily "
1493,Combination and Oily
1494,"Normal, Dry, Combination, and Oily "
1495,"Normal, Dry, Combination, and Oily "
1496,Combination and Oily
1497,"Normal, Dry, Combination, and Oily "
1498,"Normal, Dry, Combination, and Oily "
1499,Normal and Dry
1500,Combination and Oily
1501,Combination and Oily
1502,"Normal, Dry, Combination, and Oily "
1503,"Normal, Dry, Combination, and Oily "
1504,"Normal, Dry, Combination, and Oily "
1505,Combination and Oily
1506,"Normal, Dry, Combination, and Oily "
1507,"Normal, Dry, Combination, and Oily "
1508,"Normal, Dry, Combination, and Oily "
1509,"Normal, Dry, Combination, and Oily "
1510,"Normal, Dry, Combination, and Oily "
1511,"Normal, Dry, Combination, and Oily "
1512,Normal and Dry
1513,Combination and Oily
1514,Combination and Oily
1515,"Normal, Dry, Combination, and Oily "
1516,"Normal, Dry, Combination, and Oily "
1517,"Normal, Dry, Combination, and Oily "
1518,"Normal, Dry, Combination, and Oily "
1519,"Normal, Dry, Combination, and Oily "
1520,"Normal, Dry, Combination, and Oily "
1521,"Normal, Dry, Combination, and Oily "
1522,Combination and Oily
1523,Dry
1524,Dry
1525,"Normal, Dry, Combination, and Oily "
1526,"Normal, Dry, Combination, and Oily "
1527,"Normal, Dry, Combination, and Oily "
1528,"Normal, Dry, Combination, and Oily "
1529,"Normal, Dry, Combination, and Oily "
1530,"Normal, Dry, Combination, and Oily "
1531,Sensitive
1532,Dry 
1533,"Normal, Dry, Combination, and Oily "
1534,"Normal, Dry, Combination, and Oily "
1535,"Normal, Dry, Combination, and Oily "
1536,"Normal, Dry, Combination, and Oily "
1537,"Normal, Dry, Combination, and Oily "
1538,"Normal, Dry, Combination, and Oily "
1539,"Normal, Combination, and Oily "
1540,"Normal, Dry, Combination, and Oily "
1541,"Normal, Dry, Combination, and Oily "
1542,"Normal, Dry, Combination, and Oily "
1543,"Normal, Dry, Combination, and Oily "
1544,"Normal, Dry, Combination, and Oily "
1545,"Normal, Dry, Combination, and Oily "
1546,"Normal, Dry, Combination, and Oily "
1547,"Normal, Dry, Combination, and Oily "
1548,"Normal, Dry, Combination, and Oily "
1549,Combination and Oily
1550,"Normal, Dry, Combination, and Oily "
1551,"Normal, Dry, Combination, and Oily "
1552,"Normal, Dry, Combination, and Oily "
1553,"Normal, Dry, Combination, and Oily "
1554,"Normal, Dry, Combination, and Oily "
1555,"Normal, Dry, Combination, and Oily "
1556,"Normal, Dry, Combination, and Oily "
1557,"Normal, Dry, Combination, and Oily "
1558,"Normal, Dry, Combination, and Oily "
1559,Normal and Dry
1560,"Combination, Oily"
1561,"Normal, Dry, Combination, and Oily "
1562,"Normal, Dry, Combination, and Oily "
1563,"Normal, Dry, Combination, and Oily "
1564,"Normal, Dry, Combination, and Oily "
1565,"Normal, Dry, Combination, and Oily"
1566,"Normal, Dry, Combination, and Oily"
1567,"Normal, Dry, Combination, and Oily"
1568,"Normal, Dry, Combination, and Oily "
1569,"Normal, Dry, Combination, and Oily"
1570,"Normal, Dry, Combination, and Oily"
1571,"Normal, Dry, Combination, and Oily"
1572,"Normal, Dry, Combination, and Oily"
1573,Combination and Oily
1574,"Normal, Dry, Combination, and Oily "
1575,"Normal, Dry, Combination, and Oily "
1576,"Normal, Dry, Combination, and Oily "
1577,Normal and Dry
1578,Combination and Oily
1579,Combination and Oily
1580,Combination and Oily
1581,Combination and Oily
1582,Combination and Oily
1583,Combination and Oily
1584,"Normal, Dry, Combination, and Oily "
1585,Combination and Oily
1586,Combination and Oily
1587,Combination and Oily
1588,"Normal, Dry, Combination, and Oily "
1589,"Normal, Dry, Combination, and Oily "
1590,"Normal, Dry, Combination, and Oily "
1591,Dry 
1592,"Normal, Dry, Combination, and Oily "
1593,Combination and Oily
1594,"Normal, Dry, Combination, and Oily "
1595,Combination and Oily
1596,"Normal, Dry, Combination, and Oily "
